Skin Type,Usage Periode,Review,Rating
"Combination, Medium, Warm",Usage Period : 6 months - 1 yearPurchase Point : Beautyhaulindo,"sukaaa banget sama retinol dari somethinc ini, sempet takut pake retinol karena takut merah merah atau gak cocok, karena kulit aku sensitif, tapi ternyata cocok banget, teksturnya cair banget dibanding serum aku yang lain, jadi cepet abis karena sering kelebihan ambil, tapi itu masalahnya di aku ajasi, pokonya kalo pake retinol muka besoknya kayak glowing gitu gapaham lagi cinta banget, kalian musti cobain",5
"Oily, Medium, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"Beli ini karena penasaran kan pgn nyobain retinol yg katanya bagus untuk anti aging secara umur udah30an, dan ternyata sebagus dan secocok ituh. Sekarang udah ga pernah pake obat jerawat khusus, tiap ada jerawat di tetesin ini aja, besoknya langsung kering, muka makin halus. Aku pake ini dua hari sekali udah cukup memperbaiki kulit muka. Recommended banget.",5
"Oily, Light, Cool",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"bagus sih ini!!! meskipun aku masih early 20s dia bikin jerawat cepat kering, bantu ilangin bekas kemerahan jerawat juga. Aku masih pake 4 bulan lebih sih bareng niacinamide. Untuk anti aging bla bla masih belum tau juga yaa :"") repurchase terus and I will see the result maybe years later ð",5
"Oily, Dark, Warm",Usage Period : Less than 1 weekPurchase Point : JD.id,"retinol serum pertamakuu. aku kaget ternayata teksturnya seperti air. bener2 kayak toner bukan serum. agak aneh aja sih hehe. aromanya sangat acidy, berasa kecut vinegar. udh sebulan pakai dan sempet on/off gak dipake tiap hari (malam). sadly tetep munculin beruntusan dan agak itchy dikulit aku :( so far, blm ada perubahan mencerahkan kulit. kyknya bakal stop pakai ini",1
"Oily, Medium Light, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"Tadinya kulit aku itu banyak jerawat kecil, whiteheads & blackheads. Selama pakai serum retinol ini masalah kulit aku jadi mereda dan jadi hilang. Bagus bgt retinol nya dan ga bikin ngelupas di kulit aku. Nyesel berhenti pake jadi aku beli lg botol ke 3",5
"Combination, Medium Dark, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"Gua tu tadinya jerawatan parah terus banyak flek hitam, udah pake cream sana sini gaada yabg cocok setelah empat bulan pake ini, gua tuh ngerasainnya jerawatnya lumayan berkurang, pori porinya mengecil, flek hitam juga mulai berkurang.",5
"Combination, Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"Super nyesel gue udah berani pakai produk ini selama 4bulan, karena sebelumnya ngga pernah breakout setiap coba skincare baru, gue positif thinking kalau awal kemunculan bumps kecil-kecil di pipi itu purging.. sampai akhirnya jadi jerawat-jerawat yg meradang, ada yg sembuh dalam 1malam tapi lebih banyak yg bermunculan..di spot yg sebelumnya ngga pernah ada jerawat. Karena ngga betah ngeliatnya, akhirnya gue stop pemakaian 4bulan lalu... dan sampai sekarang masih healing jerawat-jerawatnya. Bikin kapok pakai produknya somethinc, karena coba niacinamidenya juga breakout. Padahal gue pakai niacinamidenya TO aman dan works well. Sepertinya untuk yg skinbarriernya lagi gak bagus, jangan pakai retinol ini.. biarpun konsentrasinya direkomen untuk pemula.",1
"Normal, Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Instagram,"Suka banget sama produk ini. Sesuai klaim dari Somethinc untuk menghilangkan komedo, anti aging, dan masalah pori-pori. ga boleh dipake setiap hari, tapi hasilnya nyata cuy. kalo abis pake ini bersih banget rasanya muka ini, pori-pori juga mengecil. baru pake beberapa kali, eh hamil jadi langsung stop. padahal enak banget dimuka..",5
"Combination, Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Brand website,"Retinol satu ini bagus, cuma kalo di aku agak pruging gitu kayak keluar nanah kecil tp anehnya gk sakit , mungkin emang tipe ku sensitif tp kalo buat kulit yg sensitif ok"" aja ohh iya pemakaian kalo bisa di atas 21 thun buat ngehindari purging kayak aku",4
"Oily, Medium, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,Ku beli retinol buat dipakein di ortu ku yang ada flek nya gitu daaan beneran ngaruh dong! tapi emang hasil nya gak langsung cepet gitu. tapi beneran memudar bgt padahal flek nya lumayan besar dan udah membandel tapi bisa memudar dong gila sih retinol nya mantulll!,5
"Combination, Medium Dark, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Tokopedia,"WAHGILASIH!!!! Pantes retinol tuh didewa dewakan para skinker guru. Emang sengaruh dan seajaib itu ya wuak. Ini produk retinol pertama yg aku coba sih ya. Kaget banget kalo malem pake serum ini, paginya muka berasa halus cerahan, jerawat cepet mateng. Terus sejak rutin pake ini, jerawat udah berkurang sekalii. Kusuka kusuka. Bakal repurchases dehh",5
"Combination, Medium, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"berhubung usia aku tahun ini 25th aku udh sangat amat butuh yg namanya retinol. Retinol tu salah satu ingredient aktif yg merangsang proses pembentukan kolagen di kulit biar kulit wajah tetap kencang, less wrinkle dan nilai plusnya bisa mencerahkan bahkan meratakan warna kulit. help skrg gabisa aku melepas km ð",4
"Dry, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"pertamax pake retinol biar awet muda euy, jd nyobain ini dl krn harganya murah kan utk kantongku yg tdk seberapa ini, alhasil kulit jd plumping dan kerutannya tersamar dikit sih klo lg makeup jd ga creasing di jidat. pakenya tiap hari tp klo 2 hari sekali di aku ga ngefek wkwkwk",5
"Combination, Medium Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Beautyhaulindo,"Awalnya ragu2 mau pake retinol, karena takut wajah gak tahan sama kandungannya. Tapi akhirnya beraniin diri cobain produk ini. Dan ternyataaaaaaa!!!! Aku suka banget sama hasilnya ð­ð Nyesel gk kenal retinol dari kemaren2 ð¥² Pertama kali pake pas malem, terus pas bangun tidur.... wajah aku langsung HALUS BANGET ð­ (baru pertama kali pake loh ini padahal) ini aku udah jalan 1 bulan pake retinol, wajah makin membaik. Milia di pipi & komedo pelan2 hilang. Tekstur wajah makin halus. ð",5
"Dry, Medium Light, Neutral",Usage Period : Less than 1 weekPurchase Point : Shopee,"Ini serum retinol pertama yg aku coba. Awal makenya seminggu 2x aja biar kulit adaptasi dulu ama si retinolnya. Setelah itu aku pakenya 2 hari sekali dan jadi setiap malem. Dia tuh kaya nguras jerawat2 mendem yg ga bisa keluar dan lama keluarnya.. setelah jerawatnya keluar proses penyembuhannya jg cepet. Aku pake retinol ini dicombine sama niacinamidenya. soalnya klo penggunaan retinol single use bikin kulit kering, jadi harus ada unsur hydrating setelah pemakaiannya..",4
"Normal, Medium Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Pengalaman pertama pake retinol yang menyenangkan di aku dengan somethinc ini! Sedih banget ternyata retinolku menguning, jadi hati2 ya untuk penyimpanannya. Aku pake somethinc ini di step setelah double cleansing terus tiban pake serum (maaf lagi males pake toner hehehehe). Pipetnya jangan kena muka ya sis, terus dibaurkan lembut. Cepet nyerepnya, nggak cekit2, nggak kenapa2 sih di aku. Rutin pemakaian 1-2x seminggu, tekstur kulitku lumayan membaik, lumayan cerah dsb. Cara yang ini yang kurasa paling cocok, jadi ga pernah nyoba kalau retinol ini ditaruh di step serum. Paginya jangan lupa rajin sunscreen ya. Sahabat baruku nih retinol dan sunscreen hihi.",5
"Oily, Medium, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,teksturnya lebih cair dr serum pada umumnya tp gatau kenapa di kulitku susahhhh bgt nyerepnya pdhl sblmnya udh selalu pake hydrating toner untuk âmenjembataniâ. dan ini ga ngaruh apa2 juga di aku.. apa karena terlalu mild? not gonna repurchase,3
"Oily, Medium, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Official Brand Store,Awalnya pengen banget nyobain retinol tapi takut karena mukaku acne prone mudah banget breakout kalau pakai produk yang enggak cocok. Nyobain hari pertama pakai tetinol cuma sekitar hidung sama dagu. Setelah beberapa hari enggak nimbulin masalah akhirnya sekarang tiap malam aku pakai ke seluruh muka. Keren parah sih. Somethinc bener bener jadi skincare andalanku saat ini. Udah pake produk yang lain dan enggak mengecewakan. Love !!!â¤ï¸,5
"Combination, Medium Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"yg bikin mukaku glowingð¥º ngilangin bruntusan/gradakan. aku makenya setiap hariii tp kl lagi pake aha bha, aku skip dulu trs baru pake lg 1 atau 2 hari setelahnya. pakenya malem ajasih krn ada active ingridientsnyað make ini aku combine sm hyaluronic acid birunya, cucokkkð¯",5
"Combination, Medium Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"Awal pakai ini seminggu 2x lama kelamaan 3x dan sekarang 2 hari sekali, ini buat muka gue jadi lebih cerah, bekas jerawat lebih gampang pudar, pori- pori mengecil dan komedo juga lumayan menghilang, dan ini udah botol ke 2 gue, yang pasti nanti kalo udah abis bakal beli lagii luvv",5
"Oily, Medium Light, Neutral",Usage Period : Less than 1 weekPurchase Point : Shopee,"ReviewBotol airless pump hijau ngonjreng dengan twist knob ini memudahkan pemakaian tak ada drama oksidasi karena pipet yang pencet2 seperti serum umumnya. Tekstur lotion cream yang light. Fast Absorbed dan terasa potent dikulit. TBH, 1x 'kuendus' aromanya seperti bakuchiol. Tapi ini adalah retinol, â¤ï¸â¤ï¸ Lotion milky texture cream terasa lembab setelah lumer kekulit. Eits, Jangan salah bestie, walau tekstur lotion ini terasa lembab , ini masih retinol , kuanjurkan pakai hidrasi serum sebelum pemakaian atau hidrasi cream yang potent setelahnya. Atau bisa kalian terapkan moist sandwich(cream-retinol-cream)Buatku ini adalah medium strength retinol yang cocok dipkai sensitive skin ataupun beginner, tinggal pemakaiannya diulak ulik saja metodenya . Senyaman kulitmu. Untuk repurchase?? Pasti!! apkah terasa nendang? Buatku cukup nendang untuk tekstur dan kekenyalan kulit. Beruntusan dan jerawatku jarang muncul rutin pemakaianRate :6/5",5
"Combination, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Tokopedia,"Kesayangan karena bisa bantuin menghempaskan jerawat dan ngecilin poriÂ². Cairannya agak kentel dikit dan mudah diaplikasiin. Aku makenya 3 hari sekali. Awalnya bingung juga mau layering sama produk yg udah aku punya, karena kebanyakan ngga cocok kalo dicampur. lama kelamaan bikin jadwal sendiri wkw.",5
"Oily, Medium, Warm",Usage Period : 6 months - 1 yearPurchase Point : Tokopedia,"i have a premature aging sign such as loose skin elasticity, fine lines amd hyperpigmentation. my skincare concern is anti aging, and this is the first time i used retinol 1% , what i experienced while i use this product for months is, it can minimize my pore, and repair my hyperpigmentation that caused by acne scars. i recommend to appy this serum only 3 times a week so it doesnt dry out your skin, always use moisturizer at the end of your skincare routine (don't combine with aha, bha / salicylic acid, pha ingridients ), apply only at night and in the morning use sunscreen.",4
"Dry, Medium Light, Warm",Usage Period : 1 week - 1 monthPurchase Point : sociolla,"Serum ini mengandung 1% encapsulated retinol, yang artinya retinol tersebut ""dibungkus"" dan akan terlepas secara perlahan. Hal ini menjadikan serum ini sangat gentle dan beginner friendly. Teksturnya yang paling aku demen, cair banget bak air, pas pakai langsung menyerap begitu saja ke dalam kulit. Sangat ringan seperti tidak memakai apa apa. Oh ya, aku belinya yang edisi special, dengan kemasan botol kaca hijau transparan. Masyaallah, cantik banget packagingnya ð³",4
"Combination, Light, Cool",Usage Period : 3 months - 6 monthsPurchase Point : Brand website,"Ini retinol pertamaku dan surprisinglyy dia bener2 gentle, semua yg aku takutin sm efek pemakaian retinol gak terjadi saat aku pake ini, wow. Kondisi kulitku waktu itu cyst acnes yg tumbuh dgn liarnyað Aku pake tiap malam (kalo ragu boleh trial selang seling dulu), gak bikin kering atau iritasi sama sekali, malah dia cukup moisture. Di 1-2 bulan pemakaian, keadaan kulitku mengalami maju mundur, kdg bener2 membaik tinggal bbrp bekas jerawat, tp tbtb muncul lagi jerawat gede2. Tapi setelah masuk ke 3 bulan, jerawatku  lumayan terkontrol dan fine lines di jidat totally gone! Selama pemakaian, jerawat jadi lebih cepat kering, bahkan untuk cyst acnes ku cukup cepat mereda. Aku juga suka pake ini buat spot treatment and it works so well!! Berdasarkan yg aku baca, retinol mulai keliatan hasilnya di 3-6 bulan pemakaian, semua skincare punya waktunya masing2 jadi baiknya jgn tbtb lgsg stop dan gonta ganti skincare terus ya!",4
"Dry, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Gak salah pilih produk ini sebagai retinol pertamaku. Awalnya takut retinol bikin kulit kering, tapi di aku produk ini gak drying dan berasa cukup mild. Pakai ini bareng dengan niacinamide juga ampuh banget untuk memcerahkan wajah. Walau gak instan, tapi keliatan juga ngurangin fine lines di sekitar smile line",5
"Dry, Medium Dark, Warm",Usage Period : 6 months - 1 yearPurchase Point : Shopee,"ini tuh retinol yang ramah dipake, jadi gak pake mikir awal2 nyoba langsung aja pake tiap malem gak di selang seling.kata Danang Wisnu sih semakin dipake lama efek nya semakin kenceng. but I don't know. ini selalu ku andelin buat ngeratain warna kulit, untuk garis halus gak ada perubahan signifikan karna butuh perawatan khusus. tp kulit jd lebih kencang.",4
"Oily, Light, Warm",Usage Period : 1 week - 1 monthPurchase Point : Instagram,"Kayaknya cuma ini produk somethinc yang cocok di wajahku. Pemakaian ke 7x udah keliatan efeknya, muka jadi mulus terus jerawat jadi lebih jarang muncul gak keroyokan kayak biasanya. Aku pakainya 2hari sekali setiap malam tanpa dicombine apapun jadi toner langsung retinol dan selesai. Soalnya pernah combine sama niacinamide somethinc malah muncul jerawat gede-gede. Minusnya cuma gampang banget berubah warna jadi agak gimana gitu tapi kata ig nya somethinc sih gapapa. Worth to try dengan harga yang segitu ð",5
"Combination, Medium, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Holly grail, aku terkejut setelah 1 bulan lebih pemakaian. karena pertama kali aku pakai produk retinol (inipun garagara keracunan suhay salim), sesuai saran aku coba pelan pelan. dari pemakaian satu minggu sekali (selama 3 minggu pertama), alhamdulillah kulit baik bak saja. baru aku lanjutkan satu minggu dua kali (selama 2 minggu pertama), dan sekarang satu minggu 3-4x (aku liat di web somethinc sendiri boleh dipakai setiap hari). pakenya setiap malam, karena setauku bahan aktif ini kurang baik jika terpapar sinar UV. awalnya aku pake retinol aja, tapi sekarang aku kasih layer dgn somethinc niacinamide. sesuai kebanyakan review dan saran dari somethinc, jadi lebih nampol banget. pori-poriku jadi lebih mengecil jadi nampak lebih halus. karena teknik layer juga, wajahku jadi lebih cerah dan nggak kusam walau lagi bare face. untuk efek kerutan, aku belum kenotice apakah ini emang bisa mengencangkan kulit atau enggak. still istiqomah sampe sekarang dengan teknik layer somethinc. aaa LOVE IT.",5
"Combination, Medium, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"retinol pertama ku, di minggu awal pemakaian aku pake 2 kali, wajah langsung breakout ada kayak jerawat kecil2 banyak di wajah tapi beberapa hari hilang sih. yg sangat aku rasain dari serum ini yakni kulit wajah ku jadi halusss bgt kayak kulit bayi, untuk PIH ga berpengaruh signifikan krn blm berani pakai terlalu sering jadi cuma 2 kali seminggu aja.",5
"Oily, Medium, Warm",Usage Period : 6 months - 1 yearPurchase Point : Tokopedia,beli retinol ini karena retinol yg lainnya udh mau habis. teksturnya terlalu cair menurutku. dan pemakaian sudah habis 1 botol blm ada perubahan signifikan sih. saat ada jerawat juga malah tambah banyak pas aku pakai serum ini. hanya minyak di wajah aja agak berkurang.,3
"Combination, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,beli produk ini karena salah satu klaimnya adalah bisa ngilangin milia. aku pakai ini dari awal des 2020 dan skrg akhir maret 2021. aku bingung karena produk ini sama sekali tidak berpengaruh di muka aku. padahal 1 botol hampir habis (tinggal pemakaian 1 minggu lagi abis). tapi juga ga bikin muka tambah breakout sih. intinya mukaku seperti ga ada perubahan apa-apa. mungkin aku ga akan repurchase ini kalau udah abis.,3
"Combination, Medium Light, Neutral",Usage Period : Less than 1 weekPurchase Point : Official Brand Store,"Masih bingung si sama produk ini, karena ga bikin efek yg ngaruh banget ke kulit, dan ga bikin break out juga ke kulit. Udh 1 botol ga berasa apa2. Apa harus habis berapa botol dulu ya baru kerasa manfaatnya? Berapa bulan lalu abis dan belum beli lagi sampai skrg, tp mau sih dibeli lg untuk lebih mastikan sebetulnya kulit ku cocok ga sama retinol ini atau engga.",3
"Dry, Medium Light, Cool",Usage Period : 1 month - 3 monthsPurchase Point : Brand website,"Beli retinol somethinc karena claimnya di serum ini bentuk retinol yang dipake paling gentle jadi aman untuk sensitive skin. So far aku suka sih sama retinol ini, lumayan ngerasain progress di skin barrier dan sekarang udah jarang banget muncul bruntusan berkat serum ini. Blackhead whitehead juga udah jarang muncul, cuma untuk menghilangkan kerutan halus aku belom kerasa sih, mungkin butuh waktu yang lumayan lama.",4
"Combination, Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Pertama kali nyobain retinol dan ternyata cocok dikulitku yg oily, acne-prone ini. Serum ini ngebantu banget buat ngontrol minyak berlebih dikulit aku dan ngurangin produksi whiteheads jg. Selan itu dia juga membantu meratakan tekstur kulit dan bikin jdi lebih halus. So far untuk efek anti-agingnya bisa dirasakan dari kulit yg tambah kenyal dan kerutan halus jg lebih memudar. Produk ini oke tpi buat yg kulitnya kering mungkin harus nambahin extra kelembapan krna bisa bikin kering nih. Yg bikin aku ksih bintang 4, krna warna produknya bisa berubah nih guys. pdhal udh aku simpan jauh dari matahari dan didlm tempat yg tdk lembab jg, cmn emang diblg sih dri si somethinc klu perubahan warna tdk mempengaruhi kualitas. Tapi alangkah baiknya klu wrnanya ga berubah kan?",4
"Combination, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"belajar pakai retinol karna faktor umur , cari review2 akhirnya liaat review suhay salim belajar pakai retinol dari produk ini daaan hasilnya gak mengecewakan bruntusan ikut ilang tekstur kulit makin halus jg . keajaiban retinol emg paling the best . tapi inget ya retinol baik digunakan diumur 25 keatas",5
"Combination, Medium, Neutral",Usage Period : Less than 1 weekPurchase Point : Shopee,"Pertama dateng warnanya masih bening aku taruh dikulkas,aku pake beberapa kali mungkin 3-4kali setelah seminggu ,kadang jg lupa untuk balikin lagi ke kulkas dia oksidasi,wrnanya berubah jdi kuning gitu dan wanginya kayak tape,aku udh berharap banyak karna produk retinol pertamaku,aku baca di highlight instagram somethinc katanya walau sudah oksidasi tetep bisa dipakai,tapi aku memutuskan untuk tidak melanjutkan,yaudh jd biarin aja ð",2
"Oily, Medium Dark, Warm",Usage Period : 1 week - 1 monthPurchase Point : Shopee,Awalnya tertarik beli ini karena sempat baca review kalau rutin bisa kurangin milia dan bisa exfo sekalian. Tapi ini mungkin terlalu keras dikulitku untik exfo dan untuk milia sama sekali gak ada berkurang sih hehe tapi ya gpp dipake rutin aja karena harganya cukup mehong bunð­,3
"Dry, Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"Im new on retinol things tp i kinda like this products, wangi bangetttt tp ga iritated my skin gitu, teksturnya rada cair berwarna kuning, i may not see the changes in my face krn aku akhir akhir ini lg jarang pke krn lg breakout, but i hope its gonna be my another holy grail",4
"Oily, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"produk retinol pertama ku. awal2 pemakaian belum kerasa perbedaannya si, karena retinol kan emang harus sabar ya. bulan2 berikutnya makin kelihatan, bekas jerawat PIH mulai pudar, apalagi kalo dipake bareng somethinc niacinamide. mantul banget. trus kalo buat jerawat mendem, dia juga bisa bikin kempes, ngga dalam satu malam si, harus beberapa kali pemakaian, mungkin 3-5 kali tergantung seberapa besar jerawatnya. repurchase? yess. karena produk retinol ini konsentrasinya lumayan rendah dan aku belum berniat cari produk dengan konsentrasi yang lebih tinggi.",5
"Dry, Medium, Warm",Usage Period : 1 month - 3 monthsPurchase Point : twitter,"buat aku serum retinol ini light banget, dia bisa di layer, malah lebih bagus hasilnya kalo di layer sama niacinamide+hyaluronic. My skin is better dan lebih keangkat gitu jd kenceng dan glowing juga. recommend, dalam waktu 3 bulan udah keliatan hasilnya, dan ga perlu make banyak2 cukup 5drops",4
"Combination, Medium Light, Neutral",Usage Period : Less than 1 weekPurchase Point : Brand website,"Pertama kali pake kulitku adaptasi dulu sekitar 1-2 minggu. PROS (+) : bikin kulit jadi halus, tekstur kulit membaik, hidung keliatan lebih bersih dari komedo. CONS (-) : habis 1 botol belum dapet efek yg positif untuk jerawat & bekas jerawat. Masih stuck aja disitu. Mungkin memang harus pakai 2-3 botol baru ada hasil? Repurchase? Kayanya mau coba yang lain dulu.",4
"Oily, Medium, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"Retinol pertama yang aku pake dan berani aku coba setelah maju mundur... teksturnya punyaku gk bening agak kuning coklat gt awalnya takut sih pas cek di ig nya katanya aman gpp, okelah aku coba. Dia aman dikulitku yg super sensitif ini, beneran ceper ngeringin jerawat auto lembut pas pegang muka, untuk bekas jerawat masih bertahap ya blm bener bener ilang gitu tp agak mudar dikit. Dia ttp bikin kering jd jangan lupa pake pelembab, bikin cekit cekit? Iyaa banget tp justru aku suka wkwkw entah kenapa aku suka kalo skincare ada sensasi cekit2 kayak seakan dia lg ngebunuh bakteri gitu hahahaha satu lg dia FA safe juga harganya lumayan dikantong hehe",4
"Combination, Medium Light, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Tokopedia,"maju mundur mau beli ini awalnya. benar-benar bingung beli ini atau retinol serumnya avoskin. akhirnya aku beli keduanya, jadi aku bisa berikan perbandingannya. pertama sekali, teksturnya cair seperti toner ya, habis ditetes ke wajah dan diusapkan, bisa langsung terabsorbsi kurang dari semenit. tidak ada sensasi cekat-cekit, benar-benar lembut sekali. aku pakai dua minggu sebelum akhirnya aku pakai retinol merk sebelah. jujur serum ini sangat lembut untuk ukuran retinol, kalau pakai serum retinol merk sebelah, dalam seminggu aku bisa mengeksfoliasi flaky skin bekas jerawat, tapi kalau pakai serum somethinc ini perlu waktu lebih dari dua minggu, jadi memang lembut sekali. saking lembutnya, somethinc retinol ini aku pakai di slot hari istirahat active ingredients yaitu malam di saat aku tidak pakai active ingredients lainnya. basanya aku kasih slot skincare regiment malam yang hanya soothing product, nah di slot itu aku pakai somethinc ini masih amanlah. repurchase kah? yes, buat variasi dan serum pas soothing skincare regiment.",4
"Combination, Medium, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Beauty Studio,"SUKAAAA... biidznillaah cocok banget di kulit ku yang berjerawat, sensitif dan acne prone skin. awalnya takut pake retinol karena takut purging/breakout. tp biidznillaah ga sama sekali, cuma pas awal pake aku kurang pake moisturizer jadinya kulitku kering kerontang. tp setelah dialyer pake moisturizer biidznillaah ga kering lg malahan tambah suka. biidznillaah di kulit ku ini bantu kempesin jerawat seneng bingits ga tau gimana cara kerjanya, terus bantu juga memudarkan bekas jerawat huhu terharu, dan biidznillaah bantu perbaiki skin texture juga.. alhamdulillaah. aku saranin kalau mau pake serum ini harus cukup moisturizer jd biasanya setelah apply serum ini aku layer sama hyaluronic acid serum atau moisturizer.. terus jangan lupa besok nya harus pake sunscreen bund.",5
"Combination, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,Kacau ih! cinta bgt sama produk ini. Awalnya takut bgt muka tambah tandus kalau pake retinol tapi ternyata ini ga bikin kulit muka aku kering. Udah sebulan pake ini selang-seling sama toner AHA/BHA dan wow bener2 bekas jerawat memudar! I criiii! sukak bgt pokoknya,5
"Dry, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Yes. Yes. Yes, and yes. Let me tell you, kulit aku super duper kering dan sensitive. A lot of people say, retinol itu very very dangerous, karena regimennya harus ketat (sunblock gak boleh sekalipun terlewatkan), harus didukung sama other products yang hydrating (kaya serum HA), dan dari bahannya sendiri memang chemical yang cukup keras dan butuh purging dulu. But man; produk ini tuh bagus banget. Kamu ga perlu khawatir masalah purging, kalaupun iya jg hopefully not as bad as normal retinol. Efeknya mencerahkan, slowly menghilangkan dark spots, and your skin texture jadi halus bgt! ð©â¤ï¸",5
"Combination, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Sociolla,Produk retinol pertamaku. Biasanya aku combine dengan hyaluronic atau bakuchiol biar wajah gak kering. Pakainya pun gak setiap hari dan hanya pada malam hari saja. Karena produk ini aku makin bucin sama somethinc. Jerawat cepat kering dan bekasnya perlahan hilang. Kalaupun muncul jerawat baru pun gak segede sebelum pakai retinol ini. Aku juga ngerasa pori-pori di hidung dan pipi lumayan tersamarkan.,5
"Oily, Medium Light, Neutral",Usage Period : 6 months - 1 yearPurchase Point : Beautyhaulindo,Produk somethinc yang kucoba sejauh ini ga ada yang mengecewakan!! aku udh pake produk ini jalan botol kedua! dan keliatan banget hasilnya bikin muka jd glowing semeriwing! yang aku ga suka adalah oksidasi produk cepet banget jd buat kalian yg beli produk ini perhatiin juga ya warna produk apakah sudah berubah,5
"Oily, Medium, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,jujur beli ini karna berharap buat ngilangin si darkspot diwajah aku ini lumayan ngaruh sih beberapa darksport yg belum parah bgt kaya lumayan memudar gtu. dan gaada ekpetasi kalo bakal bikin kulit jdi mulus pas stelah hampir 2 bulan kurang lebih pemakaian retinol ini waw ternyata ngaruh banget buat skin barier dan bikin jadi mulus gtu dan gaada purging samsek gaada rasa perih ato panas sedikit pun senyaman itu pokonya pemakaian nya. karna aku makenya cuma seminggu 2kali jadi kaya awet aja gtu gaabis2,5
"Dry, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Beautyhaulindo,"Retinol kedua yang aku cobain, pilih ini karna kandungannya kecil jadi aman dan gak takut bakal iritasi, walaupun cuma 1% tapi berasa banget efeknya bikin halus banget, gak ada iritasi sama sekali, cair dan cepet nyerep, harga terjangkau pulaâ¨",5
"Combination, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Retinol pertamaku, awal nyoba deg-degan secara banyak denger katanya retinol itu kemungkinan akan ada efek purging. Iya ternyata bener, tiap abis pakai ini aku pasti purging, walaupun cuma sehari terus kempes. Aku lanjutin aja sampe habis dan terus begitu, kadang pas purging juga deg-degan penasaran ini tuh purging apa gak cocok ya? Efek yang dirasa di kulit sih ya berasa lebih bersih aja",4
"Dry, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Sempet maju mundur mau pake retinol karena takut ga cocok tapi karena umur udah 30 dan mulai ada flek hitam, aku ngerasa butuh banget pake retinol. Aku beraniin aja pake, pertama kali pake 1 minggu sekali dan alhamdulillah cocok2 aja, sekarang 4-5 hari dalam seminggu. Teksturnya cair dan gampang meresap, emang ada baunya tapi ga ganggu buatku, sekarang flek hitam di pipi atas lumayan memudar, jerawat jg langsung kalem kalo dipakein ini. Sebelum pake retinol, aku pake hyaluronic b5 sebagai buffer biar besoknya mukaku ga kering",5
"Combination, Medium Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Brand website,"Blm terlalu paham pemakaian retinol, pas prtama pake ada tingling sensation gitu (mungkin penyesuaian kulit aja kaliya), sebulan pake blm muncul perbedaan yang gimana bgt di kulit wajah. Tapi pas pake serum ini efek glowing pas bangun pagi keliatan bgtt.",4
